surface.id,sentiment_overall
1018357523339352,neu
1018362102561352,pos
1018366939851272,pos
1018367812738033,neu
1018369186294312,neu
1018373323268414,pos
1018374366877159,pos
1018374789702621,neu
1018398989679113,neu
1018404640205804,pos
1018407533235470,neu
1018412542585660,neu
1018423746048671,pos
1018431666471874,pos
1018438276715751,pos
1018440169841670,pos
1018454093187493,pos
1018461303655839,pos
1018462676667582,neg
1018473036877079,pos
1018482603385520,pos
1018484529628521,pos
1018494542554766,neu
1018495663324728,pos
1018498153539307,neu
1018505439961042,neu
1018513439382701,pos
1018524353326454,pos
1018529823215084,pos
1018532083016007,pos
1018536166450939,pos
1018541896371074,pos
1018547623596577,pos
1018562142924584,pos
1018562689919625,pos
1018570119784442,pos
1018578776542397,pos
1018579629759554,pos
1018591117084141,pos
1018610850023430,pos
1018611799720348,pos
1018615046883373,pos
1018616656512253,pos
1018623449971402,pos
1018623959224268,pos
1018627559757744,pos
1018632416899114,pos
1018632906051503,pos
1018638663149775,pos
1018641769938002,neu
1018654829902350,neu
1018663126380733,pos
1018664349711029,pos
1018667529673703,pos
1018671879575630,neu
1018672123179730,pos
1018680126791370,pos
1018685763506640,pos
1018695619551747,pos
1018714350104391,neu
1018714920183402,pos
1018717649639623,neu
1018735106098610,pos
1018735449908162,neu
1018738696429468,neu
1018746093646055,pos
1018747073002336,neu
1018769313365946,neu
1018803519908171,neu
1018818907115146,neu
1018822743414447,pos
1018827946442615,pos
1018829199899738,pos
1018831683164376,pos
1018868733155675,neu
1018892816380032,neu
1018893649198002,pos
1018901313464063,neu
1018902893208232,neu
1018928080154747,neu
1018945275855179,neu
1018955366439375,pos
1018955676474816,pos
1018967733124357,pos
1018976373688796,pos
1018984046509821,pos
1018993796026960,pos
1018995723720149,neu
1019014433455781,pos
1019027892966364,pos
1019037883082889,pos
1019072563113487,neg
1019074173662210,pos
1019088606314110,pos
1019090499216155,neu
1019120606779647,pos
1019138406567941,neu
1019154082961199,neg
1019165669575047,pos
1019169393224947,pos
1019171912481932,pos
1019174209923744,neu
1019179040423201,pos
1019182973063091,pos
1019190432888311,pos
1019195606563982,pos
1019206143041053,pos
1019206909553163,neu
1019223700324909,neu
1019225709960920,pos
1019228076488147,neu
1019234632910910,neu
1019236616537598,neu
1019246923158004,neu
1019250350328076,pos
1019260686043542,pos
1019261922911566,pos
1019267783560531,neu
1019278199807958,pos
1019281269925649,pos
1019290126297857,pos
1019295116513250,pos
1019302116422094,neu
1019305740088502,pos
1019315043446800,pos
1019315143251286,neu
1019319923004312,pos
1019320786810006,pos
1019333436488136,pos
1019342726751569,pos
1019348206940239,pos
1019352923295391,pos
1019365326417951,pos
1019369529646447,neu
1019377205814219,pos
1019387400086626,pos
1019392602510892,pos
1019424669600585,neu
1019425499596545,pos
1019428866563520,pos
1019436140138284,pos
1019436282712750,pos
1019456529889241,pos
1019457469527163,pos
1019476736741476,pos
1019479575813623,pos
1019480276477208,pos
1019481602984746,pos
1019484903520176,neu
1019499516504314,neu
1019501813535462,pos
1019508869784427,pos
1019520333159411,neu
1019525913216287,pos
1019540709806238,pos
1019541823217335,pos
1019590712443169,pos
1019592180196266,pos
1019601626726891,pos
1019604436404681,neg
1019605046507155,neu
1019610503583907,pos
1019618769145327,neu
1019622939825246,neu
1019625096239106,pos
1019630776162979,neu
1019636999793862,pos
1019645366488274,neg
1019663053317716,pos
1019677216234269,pos
1019693996181599,pos
1019700386926655,neu
1019701282882459,pos
1019710633707577,pos
1019719593640366,neu
1019760612349680,pos
1019778783292740,pos
1019797226219306,pos
1019810110056446,neg
1019822539961883,pos
1019823560226070,pos
1019824296926909,pos
1019835129336203,neu
1019841640089640,pos
1019844353078505,pos
1019845656279089,neu
1019855906793084,neu
1019865129110102,pos
1019874785787762,neu
1019883072812522,neu
1019895153083794,pos
1019898735711991,pos
1019899349854919,pos
1019906969669506,pos
1019917319389053,neu
1019930986002861,neu
1019933403083658,pos
1019935219673569,pos
1019944870216443,neu
1019950443283739,pos
1019954076390145,neu
1019958880045261,pos
1019962943120922,pos
1019969569560967,neu
1019976729215677,pos
1019995316709236,neu
1019998629467450,neu
1019999709488273,pos
1020007886457809,pos
1020015419684849,pos
1020016612376431,neu
1020023969574243,pos
1020042569769695,pos
1020046639815928,neu
1020050433336244,neu
1020051082922999,pos
1020054416354768,neg
1020081139555005,pos
1020097789735032,neu
1020097802854018,neu
1020107943062403,pos
1020108606176391,pos
1020113329591406,pos
1020115886677114,pos
1020121616693812,pos
1020124986375822,neu
1020134696238853,neu
1020148329080515,neu
1020153306687120,pos
1020159146286453,neu
1020207709202284,neu
1020223012548573,pos
1020226933389947,neu
1020232776099422,pos
1020244806240520,pos
1020268099768714,pos
1020274066256767,pos
1020274476230630,neu
1020279399453675,pos
1020282949622613,pos
1020288642501721,neu
1020292519528814,pos
1020298556402646,neu
1020306086374587,pos
1020307526126726,pos
1020321222579889,neu
1020321276183080,pos
1020330852812512,pos
1020339692942564,pos
1020340969535849,neu
1020355426142841,neu
1020356559489413,pos
1020359972992356,pos
1020371746353679,pos
1020373266960413,pos
1020394765724934,pos
1020394999014008,pos
1020400312759931,pos
1020415463011680,neg
1020416409660808,neu
1020446136479971,pos
1020448210057687,pos
1020455022759494,pos
1020457219427843,pos
1020460696639634,pos
1020462832937999,neu
1020464516173430,pos
1020465943018258,pos
1020471393001357,pos
1020478352985388,neu
1020495722778021,neu
1020512096452127,pos
1020524729148224,pos
1020525962763300,neu
1020545793080880,pos
1020546686487236,pos
1020575122984599,neu
1020575609528944,pos
1020599956517762,pos
1020600365671742,neu
1020603909568727,pos
1020613116870693,neu
1020615999624679,neu
1020623105776862,pos
1020623113399151,neu
1020630095911953,neu
1020635439176408,neu
1020638203490080,pos
1020640679666681,pos
1020654416625989,neu
1020668593541619,pos
1020671412750555,pos
1020674559997396,pos
1020674826312085,pos
1020686252894539,neu
1020702162887162,neu
1020704582542514,pos
1020705349682558,neu
1020711303410253,pos
1020713732886845,pos
1020723802831071,pos
1020725759459175,pos
1020725963166527,pos
1020729579443894,neu
1020738059443340,pos
1020741166422184,neu
1020757090133698,pos
1020774756223462,pos
1020785553088175,neu
1020786739752496,pos
1020790479870553,neu
1020791263602723,pos
1020795353455744,pos
1020806796113323,pos
1020810792377818,neu
1020812042996712,pos
1020813255898564,neu
1020814315693846,neu
1020818223433215,pos
1020826659395299,pos
1020831376106696,neu
1020835943025561,neu
1020841296325088,pos
1020842846372264,neu
1020847690189397,pos
1020854446315427,neu
1020861329826809,neu
1020868789377668,pos
1020869199649108,neu
1020883316785199,pos
1020901506432656,neu
1020903072718892,pos
1020903560254180,pos
1020906032895134,neu
1020917779398446,neu
1020921936108241,pos
1020928146546867,pos
1020940696261105,pos
1020941446232878,pos
1020943706392603,pos
1020957412730728,pos
1020958659608665,neu
1020960516364384,pos
1020980712581182,pos
1020981586302594,pos
1020984349360860,neu
1020986119629297,neu
1020993256227232,neu
1020998032794466,pos
1021000839041742,pos
1021009683031935,neu
1021023285531845,neu
1021029482756794,pos
1021034522752726,pos
1021037752941654,neu
1021048849571640,pos
1021050813444079,pos
1021055982802979,pos
1021059172710552,pos
1021073453476680,neu
1021077912440844,pos
1021092196053851,pos
1021094706285379,neu
1021104026761648,neu
1021108043193295,neu
1021108362494852,neu
1021131392756170,pos
1021132116253868,pos
1021147028938458,neu
1021149462446484,pos
1021153993321460,neu
1021157043412037,neu
1021172672684063,pos
1021210926089911,pos
1021227299570207,pos
1021230322720091,pos
1021244379681879,neu
1021265399564447,neu
1021289933137015,neu
1021293169417426,pos
1021293825685365,pos
1021298449886474,pos
1021316119874991,pos
1021323026257435,neg
1021327733489347,pos
1021330865766434,pos
1021341959751583,neg
1021357263227035,pos
1021361342842893,pos
1021391229354706,pos
1021398042789103,pos
1021417336167983,pos
1021423842884404,pos
1021427208934098,neu
1021437672952142,pos
1021438899678639,pos
1021441953244773,pos
1021480952798450,pos
1021481749845478,pos
1021489802646520,pos
1021495119401964,pos
1021498729385810,pos
1021501509537194,pos
1021503939346639,neu
1021504696586979,pos
1021537832840007,pos
1021554799797775,pos
1021555856809099,pos
1021560212823283,pos
1021570716019238,pos
1021573582896695,pos
1021578569867175,pos
1021580436370403,pos
1021582772495182,neu
1021591483043694,pos
1021612962880262,pos
1021656293000307,pos
1021659959672602,neu
1021660373227655,pos
1021668349127653,pos
1021676546543855,neu
1021679135990585,neu
1021680252956988,pos
1021683772727862,pos
1021703026316138,pos
1021707455594395,pos
1021707815653920,neu
1021708626116898,pos
1021718312255125,pos
1021724470112319,pos
1021748986031465,pos
1021754216231751,pos
1021756189564911,neu
1021770389449881,pos
1021775885601604,pos
1021782089140007,neu
1021791899128601,pos
1021807032945272,neu
1021807100028293,pos
1021813006010017,pos
1021823449660088,pos
1021828163110459,pos
1021829056017363,neu
1021836079900962,neu
1021847469783660,pos
1021865196161475,pos
1021881096522793,pos
1021895635562642,neu
1021901776215657,pos
1021904979466303,neu
1021920385952496,pos
1021925569024557,neu
1021938842699232,neu
1021942873408160,pos
1021949119448579,neu
1021958193004691,pos
1021960232941317,neu
1021974142786896,neu
1021993048857046,neu
1021999429685966,neu
1022008576521773,pos
1022030409507865,pos
1022059729774165,neg
1022065736099440,pos
1022068805974122,pos
1022072919987527,pos
1022083349431719,pos
1022096489709231,neu
1022110872272992,pos
1022117252192391,neu
1022123699940716,pos
1022131352576383,pos
1022138088749901,neu
1022144648853276,pos
1022145086678074,pos
1022167479535929,pos
1022170186374695,neu
1022175062295920,neu
1022192706303059,pos
1022202910055060,pos
1022204673244733,neu
1022212839693608,neu
1022218262653854,pos
1022225900118285,pos
1022231269833794,pos
1022244233142391,pos
1022249625648400,neu
1022256652827050,neu
1022261672367895,pos
1022266165727318,pos
1022277252619111,neu
1022298162534252,pos
1022319866264114,pos
1022322312196508,neu
1022328622810253,pos
1022361579581619,neg
1022366919453033,pos
1022373876261693,pos
1022397885517590,neu
1022415202751471,pos
1022424226554093,neu
1022430206451465,neu
1022435432821761,neu
1022439149458156,neu
1022441406285826,neu
1022450136654131,neu
1022452342604885,neu
1022462339901341,neu
1022463926222978,pos
1022465896472808,neu
1022466853118566,neu
1022475072572052,neu
1022486579975211,pos
1022493229404754,pos
1022497559228172,neu
1022517355787517,pos
1022518499191222,pos
1022536752553214,neu
1022549785662679,pos
1022563829950827,pos
1022564839815490,pos
1022578182373682,pos
1022580552825176,neu
1022592869401705,neu
1022599958988630,pos
1022609853123857,pos
1022615543089864,pos
1022622899869455,pos
1022627803386994,pos
1022629862639375,pos
1022633642812733,neu
1022643842723227,neu
1022651062769827,pos
1022669619275719,pos
1022669902778902,neg
1022670672838299,pos
1022673036180064,pos
1022689796123149,neu
1022691915876180,pos
1022691996729783,pos
1022695846593968,neu
1022701842325826,neu
1022706902539713,pos
1022707642802384,neu
1022711989452861,neu
1022712169561234,pos
1022721332986103,neu
1022743323404556,pos
1022745738851672,neu
1022751702640603,neu
1022754179288823,pos
1022754302581456,pos
1022757909165503,neu
1022762056595638,pos
1022765212849030,pos
1022776312698440,pos
1022778403109919,pos
1022781802758812,pos
1022795019406349,pos
1022795435470155,pos
1022808962312493,pos
1022810239829461,pos
1022814739513835,pos
1022849286346540,pos
1022849332891137,neg
1022856760012360,pos
1022864239368482,pos
1022890662225902,pos
1022898462288477,pos
1022907975439593,pos
1022913415575095,pos
1022930886374526,pos
1022931638791119,neu
1022932755432334,pos
1022941765875388,pos
1022950065562722,neu
1022951922633920,pos
1022969366579943,pos
1022975522591708,neu
1022983522141394,neu
1022987595435727,pos
1022995269500069,neu
1023014182557103,neu
1023018692675816,pos
1023021032784689,neu
1023025109696080,neu
1023031949356493,neu
1023036295451861,neu
1023037442539266,neu
1023045485953948,neu
1023052342122749,neu
1023073182177335,neu
1023083199590161,neu
1023084318935361,neu
1023084702705990,neu
1023096812564453,pos
1023116548961391,pos
1023134456263535,pos
1023153632568494,neu
1023157932162960,pos
1023175746070921,pos
1023185099672736,pos
1023189509297507,neg
1023189512312454,neu
1023199065896975,neu
1023222082918314,neu
1023233215837531,pos
1023233452651621,pos
1023255079953446,pos
1023285265819300,neu
1023288029180343,pos
1023309446339768,pos
1023322365998047,neu
1023328629423243,pos
1023329766351813,pos
1023359472077119,pos
1023371999874260,pos
1023374472232394,neu
1023386059412951,pos
1023408556341445,neu
1023417922638664,pos
1023420158983720,pos
1023444216374687,pos
1023444948828001,pos
1023445303001038,pos
1023478345408985,neu
1023484109382570,pos
1023489329942900,pos
1023490112523925,pos
1023494886527456,pos
1023496676034880,pos
1023511275381371,pos
1023525906312541,pos
1023542939699158,pos
1023547409117755,pos
1023553976168994,neu
1023554019435956,pos
1023566078955818,neu
1023566212677787,pos
1023580986147659,neu
1023596502453106,neu
1023625659808065,neu
1023627945811339,neu
1023633872765847,pos
1023638152310013,neu
1023638478723498,pos
1023640729849247,pos
1023643035964174,neu
1023647306033314,pos
1023647935820261,neu
1023655838706753,neu
1023661376575843,pos
1023662972570957,neu
1023681292604844,pos
1023685375872963,pos
1023694942468397,pos
1023695059312140,pos
1023697086531504,pos
1023711582556800,neu
1023716838704001,pos
1023748492480361,pos
1023750385750359,neu
1023755279838187,pos
1023759049165127,pos
1023762693204239,neu
1023777429373295,pos
1023780702813705,neu
1023781206122240,pos
1023789152729629,pos
1023790339515207,neu
1023791155932913,pos
1023792389138128,pos
1023794789965091,pos
1023806222470413,neu
1023810242037705,pos
1023814999131247,neu
1023816922667773,neu
1023817392601206,pos
1023831052534041,neu
1023837919310740,pos
1023839132869046,neu
1023854915411602,pos
1023860388777397,neu
1023863185984487,pos
1023871805757651,pos
1023873582785371,neu
1023874496622898,pos
1023878588933992,pos
1023882179079225,pos
1023891502998120,pos
1023914696032059,pos
1023920425955228,neu
1023956506287036,pos
1023956839794731,pos
1023959742422434,pos
1023977499147473,neu
1023979162311457,pos
1023979478899528,neu
1023980556104695,neu
1023987063140580,neu
1023989866318163,neu
1023998066358184,neu
1024014729872361,neu
1024043059555591,pos
1024043962401622,neu
1024053812816244,pos
1024057052079932,neu
1024059146310420,neu
1024059233136330,neu
1024063186206974,neu
1024064246077695,neu
1024071416313566,neu
1024074109088572,neu
1024079762563569,neu
1024081212656987,neu
1024089695956058,pos
1024093015831016,pos
1024095746300972,pos
1024100706462836,pos
1024106579102142,neu
1024117595354975,neu
1024127826235328,neu
1024134795758004,neu
1024146145764618,neu
1024153395250366,neu
1024157636227600,neu
1024168089576305,pos
1024169352407540,neu
1024169435989765,neg
1024170899614578,pos
1024171202642997,pos
1024178726592911,pos
1024185628543872,neg
1024188149459289,neu
1024189612888385,pos
1024209592792022,neg
1024213516288784,pos
1024244396011302,pos
1024248206058371,neg
1024255922007766,pos
1024260379464359,pos
1024288972561505,neg
1024293372914953,pos
1024300485946603,pos
1024305622711457,pos
1024312949348540,pos
1024313845706047,pos
1024323893048930,pos
1024332536449388,pos
1024336009203993,pos
1024351649138678,pos
1024359275942196,pos
1024363312996387,pos
1024363766339846,pos
1024369506014056,pos
1024372809246816,pos
1024380132460301,pos
1024384139129162,pos
1024384266062444,neu
1024388295301236,pos
1024409709635218,pos
1024424402813920,neu
1024429522419912,neu
1024437876160988,pos
1024440852417833,neu
1024445506378090,neu
1024452815689159,neu
1024460822709155,neu
1024484292467294,pos
1024491059874991,neu
1024496985972010,neu
1024515902219724,neu
1024519755852545,neu
1024539052925593,neu
1024549742594639,neu
1024549812445427,neu
1024549826241841,pos
1024558445726897,pos
1024561652396269,neu
1024568579620247,pos
1024571812887071,pos
1024577245841706,neu
1024578056264774,pos
1024581786252924,neu
1024596422513300,neu
1024597098818358,neu
1024597152366666,neu
1024615789886925,pos
1024616905912002,pos
1024617039666748,pos
1024618215756797,neu
1024626989760287,neu
1024629445527271,neu
1024634182505719,neu
1024641085683125,neu
1024647076051308,pos
1024674748681815,pos
1024680872333320,pos
1024684839284411,pos
1024686025685528,neu
1024694586406493,pos
1024709378802402,pos
1024713752334384,pos
1024728663070980,neg
1024733159110365,pos
1024736996526853,pos
1024737469184013,pos
1024760742188503,pos
1024761368725136,pos
1024764969729121,pos
1024766879528501,pos
1024767802921877,pos
1024771229223628,pos
1024783921951717,neu
1024786496399805,pos
1024796225870754,pos
1024797272408216,pos
1024799579727559,pos
1024829942415604,pos
1024832113058161,pos
1024832541936114,pos
1024835316231584,neu
1024858422558675,pos
1024860818641223,pos
1024861319441287,neu
1024863809379171,neu
1024870416022146,pos
1024874245303685,pos
1024892539026959,pos
1024899835243297,neu
1024902289029181,neu
1024917366212826,pos
1024917538964452,pos
1024924162348295,neu
1024937242436486,neu
1024962682920614,pos
1024969469192500,neu
1024977196265607,pos
1024977648848919,neu
1024982109084841,pos
1024983966374638,pos
1024986992372880,neu
1024990772663729,pos
1024994839706248,pos
1025002908711494,neu
1025008025826797,pos
1025008035649031,pos
1025018361884569,pos
1025044081796692,pos
1025046782429592,pos
1025050518593365,pos
1025051769535099,pos
1025056495914678,pos
1025067721944445,neu
1025077059012468,pos
1025083999789824,pos
1025100115277862,pos
1025122552655946,pos
1025130236361069,pos
1025134428955470,pos
1025145206068034,pos
1025154045827325,neu
1025160092331780,neu
1025178229551282,neu
1025180145690157,pos
1025185592861160,pos
1025194445920336,pos
1025196431901602,pos
1025198779067624,neu
1025205026149884,pos
1025223425604612,neu
1025236655747505,neg
1025257806008844,pos
1025260419496315,neu
1025266225235915,pos
1025273192826584,neu
1025281402800263,pos
1025310211864315,pos
1025314319615193,pos
1025317895757985,pos
1025327338950825,pos
1025335978496261,pos
1025338262454604,neg
1025338292718467,pos
1025339642100136,neu
1025341422772171,pos
1025343406463061,pos
1025344499653312,neu
1025382046075199,pos
1025389348981644,pos
1025391399464247,neu
1025405405639721,neu
1025406179667521,pos
1025409228895596,pos
1025416555866060,pos
1025425642249737,pos
1025429952262653,neu
1025431779070801,pos
1025433192625400,pos
1025470005664628,neu
1025506575879502,neu
1025530872941966,pos
1025536919607971,pos
1025542138754947,pos
1025549589658065,pos
1025552611783414,pos
1025574379068729,pos
1025579092460660,pos
1025590145833020,pos
1025596652985797,neu
1025619232359789,pos
1025624408504105,pos
1025630211837223,pos
1025646672293890,pos
1025651036093325,neu
1025671931868103,neu
1025682805239718,neu
1025691679639743,pos
1025700849236026,neu
1025703985640883,pos
1025710616310373,pos
1025724775523632,neu
1025726343087859,pos
1025726818445716,pos
1025727469354550,neu
1025743428891319,pos
1025750109602555,pos
1025750449338794,neu
1025752469137300,pos
1025759221976859,pos
1025769329478870,neu
1025795862884225,pos
1025796315812728,pos
1025798389046708,pos
1025801858515417,pos
1025806291811228,pos
1025807739212826,neu
1025813182558685,neg
1025817965726689,neu
1025822459175786,neg
1025839322570950,neg
1025841855614857,pos
1025844721720074,pos
1025863585728797,pos
1025864518870297,pos
1025878022655605,pos
1025881446310223,pos
1025896088531055,pos
1025898465638468,pos
1025935082295721,neu
1025939639135103,pos
1025951905536596,neu
1025963579076289,pos
1025978465129017,neu
1025987222201124,pos
1025998961824174,pos
1025999998522835,neu
1026001625149950,pos
1026016242416938,pos
1026036945335679,pos
1026053091853486,neu
1026057069115655,pos
1026057772481276,neu
1026059912346055,pos
1026072518467547,pos
1026074339424898,neu
1026075869635846,pos
1026079428697206,neu
1026081912355228,neg
1026082472376753,neu
1026083019172650,neu
1026085515755321,neu
1026103702208306,pos
1026104196186921,pos
1026108979376495,pos
1026109578439068,neu
1026121715990863,pos
1026123652718965,neu
1026127008375091,pos
1026142295135576,pos
1026146112345813,pos
1026158466061303,pos
1026183225229999,pos
1026188746091324,pos
1026191499081713,pos
1026191575595048,neu
1026199586256383,pos
1026201345557966,neu
1026214975274825,neu
1026237958846423,pos
1026268468451838,neu
1026275665653702,pos
1026278989274400,pos
1026299775597418,pos
1026316678907721,neu
1026320508467947,neu
1026327548994674,pos
1026341818464322,neu
1026346199352749,neu
1026349878824659,neu
1026356472741601,pos
1026368979193150,pos
1026380569078610,neu
1026398212726551,neu
1026412942503845,neg
1026416232209225,neg
1026419232535529,pos
1026427755900905,pos
1026431192863432,pos
1026436242369525,neu
1026447552445812,neg
1026448875385486,pos
1026455455762752,pos
1026457228977675,pos
1026462079089444,pos
1026474461768573,neg
1026474499196012,pos
1026481359226763,pos
1026484279512879,pos
1026495048883600,pos
1026505928831932,pos
1026535802328212,neu
1026537642507187,neu
1026542502532090,neu
1026546308890471,neu
1026564568916518,neu
1026580005635570,pos
1026589909227485,neu
1026596485197468,pos
1026597419235953,pos
1026634419191149,pos
1026638252713755,pos
1026659265081834,pos
1026675878813814,pos
1026694996131448,pos
1026696379124125,neu
1026704249257245,neu
1026709245837669,pos
1026716335530695,pos
1026720285707254,pos
1026722828422726,neu
1026724825102421,neu
1026730708844122,pos
1026740836048360,pos
1026743655696736,neg
1026760148917436,pos
1026768395049870,neu
1026769842243151,pos
1026786295551622,pos
1026798419039910,pos
1026825225088062,neu
1026847892423754,neu
1026874985502176,pos
1026896529464079,pos
1026910445540307,pos
1026913305465793,pos
1026920722474062,pos
1026929372682741,pos
1026941346284732,pos
1026948622109429,pos
1026951482192529,pos
1026952415514764,pos
1026962096144087,neu
1026983479112500,pos
1026991778395724,neu
1027000359339558,neu
1027005489546093,neu
1027008982172532,pos
1027012262086707,pos
1027016276245302,pos
1027018892764317,pos
1027020955446104,pos
1027027338586734,neu
1027036352241515,pos
1027039525956912,pos
1027040089038098,pos
1027049562315774,pos
1027057835778549,neu
1027070578878223,pos
1027072362620424,pos
1027081511601487,pos
1027087899281250,neu
1027088311743751,pos
1027092775035978,pos
1027110979294393,neu
1027111251906464,neu
1027113495063838,neu
1027163049480999,pos
1027165199032610,pos
1027170535686523,neu
1027175425425167,pos
1027179458953461,pos
1027183708760565,pos
1027185842234797,pos
1027193072303595,pos
1027197821936192,pos
1027199115196948,neu
1027209652109642,pos
1027212045039729,neu
1027212709242886,pos
1027230759024579,pos
1027230945389642,neu
1027231369315991,neu
1027255265002081,neu
1027272695352272,pos
1027273782087779,pos
1027289958863282,pos
1027298269267360,pos
1027303625947241,neu
1027325332610745,neu
1027326218329831,neu
1027330782643978,neu
1027368875010702,neu
1027372158727340,neg
1027387561562624,pos
1027395704999580,pos
1027410342793244,neu
1027420372051239,neu
1027425132191807,pos
1027434759289829,pos
1027450951922962,neu
1027456789238721,neu
1027457995943825,neu
1027464778508775,pos
1027465068923620,pos
1027494638973417,pos
1027505992494718,pos
1027513661884772,neu
1027514845831249,pos
1027533012132834,pos
1027533765073491,neu
1027540582163269,pos
1027540675484329,pos
1027544046150120,neu
1027566945481843,pos
1027572125783040,neu
1027574385521466,pos
1027574755747389,neu
1027594965871839,pos
1027603449266983,pos
1027609915347281,neu
1027622245204293,neu
1027632109528055,pos
1027638349352268,pos
1027647992430403,pos
1027652172596232,pos
1027659078928490,pos
1027663152271468,pos
1027671669027179,pos
1027672835571216,pos
1027686375916465,pos
1027706335687416,pos
1027706845385807,pos
1027715962252433,pos
1027762935012625,neu
1027776978571730,pos
1027796112081236,pos
1027799728952388,pos
1027812305632183,pos
1027812579541564,pos
1027817245388099,pos
1027823644946515,pos
1027829318388718,pos
1027835041538574,pos
1027839878893644,pos
1027849128510067,neu
1027852328790001,pos
1027854372240719,pos
1027870336104279,neu
1027879431766081,neu
1027907075519434,neu
1027909305886305,pos
1027917665585266,neu
1027918925570355,pos
1027921932005106,pos
1027925765627732,neu
1027927808310838,pos
1027936775624844,pos
1027939545796630,pos
1027943745003675,neu
1027946338765547,pos
1027968342326072,pos
1027993001751008,pos
1028022412259152,pos
1028029335378121,pos
1028030262492188,neu
1028033075620415,neu
1028046684922108,pos
1028050752507054,neg
1028072335841420,pos
1028080425421184,pos
1028085479386268,pos
1028095598974232,neg
1028117335900749,pos
1028127324971995,pos
1028136079141129,pos
1028157855278534,pos
1028189341996521,pos
1028189382711690,neu
1028190092441451,neu
1028221779317551,neu
1028223512203311,neu
1028236098325046,pos
1028236512451353,pos
1028246775698508,pos
1028249084904519,neu
1028269642712139,pos
1028306592418707,pos
1028310168168007,pos
1028319091579585,neu
1028326349301011,neu
1028326709501212,pos
1028331638721612,pos
1028352838805275,pos
1028355098432014,pos
1028367941654583,pos
1028385475564268,pos
1028456604973942,neu
1028467341990781,pos
1028489972475284,neu
1028504275377294,pos
1028504618796819,pos
1028521648259827,pos
1028568098868728,neu
1028577968686332,neu
1028596249126414,neu
1028599022121865,neu
1028608252796992,neu
1028623622490302,neu
1028633085523486,neu
1028644435120025,neu
1028646285792998,pos
1028651491569530,neu
1028655582105017,neu
1028660409149712,pos
1028661702284898,pos
1028662752813449,pos
1028677731705578,pos
1028687782578668,neu
1028697732030263,pos
1028706355314825,pos
1028706934932226,pos
1028712979336590,pos
1028734658602835,neu
1028735261934752,neu
1028744198765305,pos
1028757332302825,pos
1028766155973488,pos
1028776399193702,pos
1028777244776667,pos
1028778811829990,pos
1028783408615664,neu
1028792735251642,neu
1028818435517974,pos
1028819355792484,pos
1028829178905326,neu
1028863642663768,neu
1028873722161802,pos
1028877898568037,neu
1028882525797609,pos
1028886488188976,pos
1028888795818920,neu
1028895959327010,neu
1028904622656377,pos
1028904845514091,neu
1028919402089334,neu
1028931945487706,neu
1028938558846399,pos
1028949622646298,pos
1028952212600131,pos
1028955766115884,pos
1028956836115777,pos
1028959342210282,neu
1028960261807107,pos
1028980645727710,neu
1029006552637768,pos
1029019245932360,pos
1029025142472348,pos
1029037575645399,pos
1029041951669462,neu
1029057545809956,pos
1029065501891596,pos
1029069145735767,neu
1029080672044325,pos
1029130919107301,pos
1029135342451682,pos
1029137958778813,pos
1029142155729097,neu
1029156708887283,pos
1029158048147174,neu
1029161842328499,neu
1029162625348211,pos
1029176218784745,pos
1029180408827452,pos
1029197598910904,pos
1029201595316677,pos
1029209905433651,pos
1029211385279282,neg
1029213392051764,pos
1029224872241983,pos
1029226435471374,pos
1029248608560796,pos
1029269148410346,pos
1029284529058664,neu
1029287415457875,pos
1029287948914008,neu
1029309702727693,neu
1029321035705979,neu
1029323712464111,neu
1029342238702628,pos
1029343818665991,pos
1029345058822285,neu
1029349151628504,pos
1029364235911841,pos
1029378975577706,pos
1029400719032177,pos
1029409041704523,neu
1029425954838446,pos
1029427246055436,pos
1029432832454055,pos
1029441039019952,neu
1029441335670835,pos
1029445938573469,neu
1029458258116982,neg
1029469545463474,neg
1029474192207199,neu
1029475308694120,pos
1029478041735111,neu
1029484108806543,pos
1029488408133164,neu
1029519501912268,neu
1029519642534439,neu
1029521829182492,neu
1029546929059669,pos
1029550719056616,pos
1029556925338386,neu
1029566092028170,pos
1029568931522277,neu
1029569945394079,pos
1029572388738950,pos
1029621945729299,neu
1029634311623348,pos
1029636665233810,pos
1029637235950558,pos
1029646178726374,pos
1029658535712067,pos
1029669261407488,pos
1029677622115746,neu
1029678808945611,neu
1029713665737554,pos
1029714048515117,pos
1029714525889223,pos
1029735204656725,neu
1029738135485751,neu
1029747035338149,neu
1029749165385124,neu
1029753751642338,neu
1029765045587427,pos
1029775012084545,neu
1029777628089265,neu
1029807301445245,neu
1029818725842211,neu
1029821934852061,neu
1029839158807364,pos
1029853492454863,pos
1029855099145098,pos
1029858862086626,neu
1029891165346828,neg
1029894665888006,pos
1029905659337313,pos
1029920879238171,neu
1029924205864758,pos
1029929142317480,pos
1029934895285155,neg
1029937158107720,neu
1029941905234679,pos
1029943552530646,pos
1029959531917147,neu
1029966341975338,neu
1029971819198259,pos
1029975548842611,pos
1029981411877221,pos
1029990458127535,neu
1029993411820582,neu
1030006302341517,neu
1030016188953839,neu
1030018125123151,neu
1030033628767901,pos
1030033748293895,pos
1030060188773066,pos
1030068672063986,pos
1030075808525657,neu
1030076099263345,pos
1030099651771162,neg
1030110751860924,pos
1030120868075312,pos
1030128989133173,neu
1030140501392436,pos
